identifier,amount,execution-date,reference,category,account-of-receiver,account-of-creator
1701,106.63,2019-09-19T10:49:31.641784,thanks,transfer,DE33510125629974889896,DE76894768662419673111
1705,474.94,2020-01-27T10:49:31.641784,Pauly Saal,food,DE67444719107381296569,DE76894768662419673111
1739,167.24,2019-05-16T10:49:31.641784,Zalando,clothes,DE67444719107381296569,DE76894768662419673111
1747,495.97,2021-06-16T10:49:31.642065,Edeka,supermarket,DE44305226222441557697,DE76894768662419673111
1770,151.19,2020-12-20T10:49:31.641784,Effing,food,DE32132962269821718345,DE76894768662419673111
1842,858.57,2020-09-20T10:49:31.641958,Rewe,supermarket,DE50561242036667643899,DE76894768662419673111
1865,560.10,2018-07-20T10:49:31.641784,thanks,transfer,DE67444719107381296569,DE76894768662419673111
1877,54.28,2019-03-09T10:49:31.641916,Vero Moda,clothes,DE93852973047302670654,DE76894768662419673111
1883,68.63,2021-09-29T10:49:31.641870,Zalando,clothes,DE29354508073743831293,DE76894768662419673111
1923,564.85,2019-06-15T10:49:31.642108,thanks,transfer,DE46175649932131791856,DE76894768662419673111
1933,183.82,2019-06-15T10:49:31.642065,easyjet,vacation,DE44305226222441557697,DE76894768662419673111
1941,616.42,2020-08-26T10:49:31.641784,ryanair,vacation,DE50493093512418563495,DE76894768662419673111
1948,584.50,2020-02-28T10:49:31.642000,Esprit,clothes,DE22170806079195028710,DE76894768662419673111
1982,782.96,2018-10-03T10:49:31.641784,Vero Moda,clothes,DE92648558961468741310,DE76894768662419673111
25,426.61,2021-04-23T10:49:31.641848,thanks,transfer,DE78690946739504309806,DE77851065666584720184
29,651.83,2019-02-25T10:49:31.641848,thanks,transfer,DE50493093512418563495,DE77851065666584720184
35,949.16,2021-02-09T10:49:31.641890,booking.com,vacation,DE10985785971549145687,DE77851065666584720184
76,773.38,2019-08-06T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE77851065666584720184
86,376.39,2019-10-14T10:49:31.642256,thanks,transfer,DE28254691836878919381,DE77851065666584720184
117,457.62,2020-10-04T10:49:31.641848,Edeka,supermarket,DE98578335434393251543,DE77851065666584720184
151,621.70,2020-09-27T10:49:31.642256,Rewe,supermarket,DE28254691836878919381,DE77851065666584720184
159,998.74,2020-04-08T10:49:31.641848,S.Oliver,clothes,DE65403466947923029055,DE77851065666584720184
174,122.70,2020-08-05T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE77851065666584720184
239,213.44,2021-03-16T10:49:31.641848,easyjet,vacation,DE51728838437501118370,DE77851065666584720184
245,561.75,2019-10-14T10:49:31.642256,thanks,transfer,DE28254691836878919381,DE77851065666584720184
276,683.10,2018-11-27T10:49:31.641848,Zalando,clothes,DE77851065666584720184,DE77851065666584720184
294,871.74,2021-10-30T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE77851065666584720184
364,168.62,2021-07-21T10:49:31.642279,Aldi,supermarket,DE31852781254280985515,DE77851065666584720184
370,933.19,2019-07-05T10:49:31.641848,Aldi,supermarket,DE50139821739297986888,DE77851065666584720184
379,106.87,2019-07-08T10:49:31.641848,easyjet,vacation,DE51728838437501118370,DE77851065666584720184
467,91.93,2020-10-06T10:49:31.641848,Vero Moda,clothes,DE92648558961468741310,DE77851065666584720184
480,126.59,2021-02-08T10:49:31.641848,Pasta Bar,food,DE20117978677399847042,DE77851065666584720184
490,307.41,2020-01-08T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE77851065666584720184
509,951.61,2018-12-23T10:49:31.641848,easyjet,vacation,DE51728838437501118370,DE77851065666584720184
518,605.14,2020-08-01T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE77851065666584720184
521,928.40,2019-07-24T10:49:31.641848,Rewe,supermarket,DE70334119137743514093,DE77851065666584720184
553,116.53,2020-09-09T10:49:31.641848,Pasta Bar,food,DE76894768662419673111,DE77851065666584720184
595,957.88,2020-12-10T10:49:31.641848,thanks,transfer,DE65403466947923029055,DE77851065666584720184
607,418.10,2020-08-20T10:49:31.641848,ryanair,vacation,DE33510125629974889896,DE77851065666584720184
632,237.78,2020-12-16T10:49:31.642023,easyjet,vacation,DE27235503909700305654,DE77851065666584720184
636,608.34,2020-12-01T10:49:31.641848,easyjet,vacation,DE70334119137743514093,DE77851065666584720184
664,468.65,2021-03-01T10:49:31.641848,Pasta Bar,food,DE20117978677399847042,DE77851065666584720184
703,350.95,2020-10-13T10:49:31.641848,Esprit,clothes,DE28571102327654896575,DE77851065666584720184
733,230.76,2019-09-25T10:49:31.641848,S.Oliver,clothes,DE50493093512418563495,DE77851065666584720184
745,424.50,2019-09-03T10:49:31.642279,Rewe,supermarket,DE31852781254280985515,DE77851065666584720184
766,241.37,2021-04-03T10:49:31.641848,Zur Letzten Instanz,food,DE32132962269821718345,DE77851065666584720184
815,279.40,2018-10-01T10:49:31.641848,Edeka,supermarket,DE65403466947923029055,DE77851065666584720184
819,507.14,2020-06-14T10:49:31.641848,Aldi,supermarket,DE50139821739297986888,DE77851065666584720184
883,788.49,2020-09-17T10:49:31.641848,Zur Letzten Instanz,food,DE32132962269821718345,DE77851065666584720184
890,746.62,2019-12-19T10:49:31.641848,Aldi,supermarket,DE78690946739504309806,DE77851065666584720184
917,416.60,2020-04-21T10:49:31.641958,Pasta Bar,food,DE50561242036667643899,DE77851065666584720184
944,473.29,2021-01-30T10:49:31.641848,S.Oliver,clothes,DE46175649932131791856,DE77851065666584720184
1031,25.40,2020-01-28T10:49:31.641848,Zalando,clothes,DE70334119137743514093,DE77851065666584720184
1067,234.43,2021-05-11T10:49:31.641848,Edeka,supermarket,DE93852973047302670654,DE77851065666584720184
1086,302.41,2020-02-25T10:49:31.641848,Cocolo Ramen,food,DE78690946739504309806,DE77851065666584720184
1182,199.26,2020-08-22T10:49:31.641848,S.Oliver,clothes,DE98578335434393251543,DE77851065666584720184
1223,382.39,2020-01-26T10:49:31.641848,thanks,transfer,DE32132962269821718345,DE77851065666584720184
1234,636.35,2020-06-10T10:49:31.641848,thanks,transfer,DE33510125629974889896,DE77851065666584720184
1296,496.73,2021-02-25T10:49:31.641848,Zalando,clothes,DE32132962269821718345,DE77851065666584720184
1366,544.52,2021-02-09T10:49:31.641848,thanks,transfer,DE76894768662419673111,DE77851065666584720184
1446,616.31,2019-08-07T10:49:31.641848,hotels.com,vacation,DE65403466947923029055,DE77851065666584720184
1452,229.59,2020-09-17T10:49:31.641721,hotels.com,vacation,DE82444435329779109646,DE77851065666584720184
1467,512.59,2019-04-16T10:49:31.641848,thanks,transfer,DE50139821739297986888,DE77851065666584720184
1475,97.17,2020-11-18T10:49:31.641890,S.Oliver,clothes,DE10985785971549145687,DE77851065666584720184
1498,467.83,2020-06-13T10:49:31.641848,booking.com,vacation,DE51728838437501118370,DE77851065666584720184
1530,346.90,2019-01-23T10:49:31.641848,Esprit,clothes,DE67444719107381296569,DE77851065666584720184
1534,757.46,2019-08-19T10:49:31.641848,Rewe,supermarket,DE32132962269821718345,DE77851065666584720184
1536,910.49,2020-02-12T10:49:31.641848,thanks,transfer,DE50139821739297986888,DE77851065666584720184
1540,926.83,2020-04-01T10:49:31.641848,thanks,transfer,DE28571102327654896575,DE77851065666584720184
1611,285.46,2019-10-05T10:49:31.641848,booking.com,vacation,DE46175649932131791856,DE77851065666584720184
1614,656.10,2018-10-19T10:49:31.641848,Aldi,supermarket,DE92648558961468741310,DE77851065666584720184
1618,473.41,2019-06-30T10:49:31.641958,Aldi,supermarket,DE50561242036667643899,DE77851065666584720184
1667,441.66,2021-02-09T10:49:31.641848,Edeka,supermarket,DE76894768662419673111,DE77851065666584720184
1670,264.15,2019-10-12T10:49:31.641848,thanks,transfer,DE50139821739297986888,DE77851065666584720184
1686,252.58,2020-07-27T10:49:31.641848,Pauly Saal,food,DE46175649932131791856,DE77851065666584720184
1687,325.55,2019-03-15T10:49:31.641848,Pasta Bar,food,DE32132962269821718345,DE77851065666584720184
1692,695.33,2019-07-07T10:49:31.642256,Edeka,supermarket,DE28254691836878919381,DE77851065666584720184
1694,971.85,2020-07-19T10:49:31.641848,booking.com,vacation,DE33510125629974889896,DE77851065666584720184
1696,722.60,2019-09-02T10:49:31.641848,thanks,transfer,DE98578335434393251543,DE77851065666584720184
1712,759.49,2020-03-02T10:49:31.641721,Zalando,clothes,DE82444435329779109646,DE77851065666584720184
1726,888.20,2019-02-27T10:49:31.641848,Vero Moda,clothes,DE77851065666584720184,DE77851065666584720184
1744,982.21,2019-10-02T10:49:31.641848,Rewe,supermarket,DE28571102327654896575,DE77851065666584720184
1760,656.35,2020-05-28T10:49:31.641848,booking.com,vacation,DE98578335434393251543,DE77851065666584720184
1801,729.47,2020-02-22T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE77851065666584720184
1810,898.57,2018-12-08T10:49:31.641848,Zalando,clothes,DE28571102327654896575,DE77851065666584720184
1819,526.93,2021-02-13T10:49:31.641848,Rewe,supermarket,DE50493093512418563495,DE77851065666584720184
1840,308.68,2021-02-03T10:49:31.641848,Pasta Bar,food,DE50139821739297986888,DE77851065666584720184
1849,747.40,2021-01-23T10:49:31.641848,easyjet,vacation,DE77851065666584720184,DE77851065666584720184
1879,300.53,2020-01-22T10:49:31.642023,booking.com,vacation,DE27235503909700305654,DE77851065666584720184
1899,334.96,2020-08-01T10:49:31.642065,Rewe,supermarket,DE44305226222441557697,DE77851065666584720184
1905,918.83,2021-02-02T10:49:31.641848,Zalando,clothes,DE50139821739297986888,DE77851065666584720184
1917,386.76,2021-02-15T10:49:31.641870,Effing,food,DE29354508073743831293,DE77851065666584720184
1945,108.33,2019-04-01T10:49:31.641958,Aldi,supermarket,DE50561242036667643899,DE77851065666584720184
1996,98.97,2021-12-09T10:49:31.642256,thanks,transfer,DE28254691836878919381,DE77851065666584720184
3,601.66,2020-05-10T10:49:31.641721,Effing,food,DE82444435329779109646,DE78690946739504309806
4,456.14,2019-04-13T10:49:31.642235,Edeka,supermarket,DE98578335434393251543,DE78690946739504309806
37,601.20,2020-02-15T10:49:31.642108,S.Oliver,clothes,DE46175649932131791856,DE78690946739504309806
46,638.22,2019-12-12T10:49:31.642193,Lokal,food,DE28571102327654896575,DE78690946739504309806
72,7.61,2017-03-10T10:49:31.641806,Zalando,clothes,DE20117978677399847042,DE78690946739504309806
87,981.72,2019-02-04T10:49:31.641784,Edeka,supermarket,DE76894768662419673111,DE78690946739504309806
99,779.20,2021-12-17T10:49:31.642256,S.Oliver,clothes,DE28254691836878919381,DE78690946739504309806
124,229.49,2020-07-03T10:49:31.641784,Edeka,supermarket,DE76894768662419673111,DE78690946739504309806
126,334.88,2019-10-07T10:49:31.641784,Edeka,supermarket,DE76894768662419673111,DE78690946739504309806
135,165.57,2021-02-18T10:49:31.641870,Edeka,supermarket,DE29354508073743831293,DE78690946739504309806
155,7.91,2018-12-31T10:49:31.641763,booking.com,vacation,DE70334119137743514093,DE78690946739504309806
181,55.31,2019-08-15T10:49:31.641721,booking.com,vacation,DE82444435329779109646,DE78690946739504309806
182,26.12,2021-03-07T10:49:31.641848,Pauly Saal,food,DE77851065666584720184,DE78690946739504309806
192,616.87,2019-09-23T10:49:31.641784,Edeka,supermarket,DE76894768662419673111,DE78690946739504309806
228,733.68,2021-02-05T10:49:31.641870,Aldi,supermarket,DE29354508073743831293,DE78690946739504309806
287,162.75,2020-10-06T10:49:31.641958,Esprit,clothes,DE50561242036667643899,DE78690946739504309806
300,904.30,2017-09-05T10:49:31.641806,thanks,transfer,DE20117978677399847042,DE78690946739504309806
301,450.55,2017-10-30T10:49:31.641828,Edeka,supermarket,DE50139821739297986888,DE78690946739504309806
317,398.96,2017-11-06T10:49:31.641981,Esprit,clothes,DE51728838437501118370,DE78690946739504309806
334,560.87,2019-04-14T10:49:31.641828,thanks,transfer,DE50139821739297986888,DE78690946739504309806
336,654.32,2020-07-20T10:49:31.641890,Rewe,supermarket,DE10985785971549145687,DE78690946739504309806
358,543.60,2020-12-09T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE78690946739504309806
390,713.92,2020-11-20T10:49:31.642279,Edeka,supermarket,DE31852781254280985515,DE78690946739504309806
406,311.54,2018-09-24T10:49:31.641784,Pasta Bar,food,DE76894768662419673111,DE78690946739504309806
461,167.60,2019-10-08T10:49:31.642279,ryanair,vacation,DE31852781254280985515,DE78690946739504309806
470,810.72,2020-02-20T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE78690946739504309806
537,17.46,2022-01-17T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE78690946739504309806
555,448.21,2018-12-11T10:49:31.642174,Vero Moda,clothes,DE33510125629974889896,DE78690946739504309806
580,37.92,2017-07-10T10:49:31.642235,easyjet,vacation,DE98578335434393251543,DE78690946739504309806
601,972.23,2019-08-10T10:49:31.641828,thanks,transfer,DE50139821739297986888,DE78690946739504309806
638,690.88,2021-10-03T10:49:31.642256,Edeka,supermarket,DE28254691836878919381,DE78690946739504309806
645,147.96,2019-11-01T10:49:31.642279,booking.com,vacation,DE31852781254280985515,DE78690946739504309806
650,559.84,2019-08-24T10:49:31.641916,Rewe,supermarket,DE93852973047302670654,DE78690946739504309806
656,534.98,2022-02-19T10:49:31.642256,S.Oliver,clothes,DE28254691836878919381,DE78690946739504309806
661,37.56,2018-03-11T10:49:31.641806,S.Oliver,clothes,DE92648558961468741310,DE78690946739504309806
793,461.42,2018-06-13T10:49:31.641806,Pasta Bar,food,DE20117978677399847042,DE78690946739504309806
820,855.17,2019-12-09T10:49:31.642279,Pasta Bar,food,DE31852781254280985515,DE78690946739504309806
827,992.35,2020-06-11T10:49:31.641981,Aldi,supermarket,DE51728838437501118370,DE78690946739504309806
829,60.42,2019-08-13T10:49:31.641828,Pauly Saal,food,DE50139821739297986888,DE78690946739504309806
836,120.10,2019-11-01T10:49:31.642279,Rewe,supermarket,DE31852781254280985515,DE78690946739504309806
885,666.21,2020-08-30T10:49:31.642256,Rewe,supermarket,DE28254691836878919381,DE78690946739504309806
895,806.55,2020-11-10T10:49:31.642256,ryanair,vacation,DE28254691836878919381,DE78690946739504309806
900,121.10,2019-01-30T10:49:31.642000,Cocolo Ramen,food,DE22170806079195028710,DE78690946739504309806
913,803.52,2019-11-22T10:49:31.641784,CordoBar,food,DE76894768662419673111,DE78690946739504309806
941,580.24,2016-12-20T10:49:31.641806,thanks,transfer,DE20117978677399847042,DE78690946739504309806
948,499.82,2019-10-29T10:49:31.641721,thanks,transfer,DE82444435329779109646,DE78690946739504309806
992,91.80,2020-12-31T10:49:31.641916,S.Oliver,clothes,DE93852973047302670654,DE78690946739504309806
1010,565.76,2018-05-02T10:49:31.641828,Rewe,supermarket,DE50139821739297986888,DE78690946739504309806
1061,347.96,2019-10-18T10:49:31.642108,Aldi,supermarket,DE46175649932131791856,DE78690946739504309806
1092,242.61,2020-06-22T10:49:31.642000,Aldi,supermarket,DE22170806079195028710,DE78690946739504309806
1105,306.14,2018-09-30T10:49:31.642174,thanks,transfer,DE33510125629974889896,DE78690946739504309806
1160,594.63,2022-01-18T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE78690946739504309806
1163,742.11,2019-03-17T10:49:31.642000,Edeka,supermarket,DE22170806079195028710,DE78690946739504309806
1224,186.13,2019-04-19T10:49:31.642193,thanks,transfer,DE28571102327654896575,DE78690946739504309806
1278,729.12,2020-08-01T10:49:31.641721,Edeka,supermarket,DE82444435329779109646,DE78690946739504309806
1304,827.34,2020-06-29T10:49:31.642279,CordoBar,food,DE31852781254280985515,DE78690946739504309806
1311,797.88,2019-07-11T10:49:31.641806,Edeka,supermarket,DE32132962269821718345,DE78690946739504309806
1376,806.72,2019-11-04T10:49:31.641763,Zeit für Brot,food,DE70334119137743514093,DE78690946739504309806
1389,951.40,2021-06-01T10:49:31.642279,Lokal,food,DE31852781254280985515,DE78690946739504309806
1411,803.91,2018-09-11T10:49:31.641916,Aldi,supermarket,DE93852973047302670654,DE78690946739504309806
1416,472.10,2018-06-27T10:49:31.642129,ryanair,vacation,DE65403466947923029055,DE78690946739504309806
1431,41.56,2019-05-30T10:49:31.642174,thanks,transfer,DE33510125629974889896,DE78690946739504309806
1439,508.65,2020-02-11T10:49:31.641870,Aldi,supermarket,DE29354508073743831293,DE78690946739504309806
1511,757.50,2020-02-10T10:49:31.642174,Edeka,supermarket,DE33510125629974889896,DE78690946739504309806
1562,417.40,2020-03-23T10:49:31.641890,Pauly Saal,food,DE10985785971549145687,DE78690946739504309806
1579,244.58,2017-11-05T10:49:31.641806,Aldi,supermarket,DE78690946739504309806,DE78690946739504309806
1583,268.80,2018-06-20T10:49:31.642193,booking.com,vacation,DE28571102327654896575,DE78690946739504309806
1625,491.64,2020-08-10T10:49:31.642065,Vero Moda,clothes,DE44305226222441557697,DE78690946739504309806
1631,673.54,2019-12-06T10:49:31.641784,Zalando,clothes,DE76894768662419673111,DE78690946739504309806
1645,700.61,2018-01-10T10:49:31.642129,Cocolo Ramen,food,DE65403466947923029055,DE78690946739504309806
1698,169.87,2019-08-08T10:49:31.641784,booking.com,vacation,DE76894768662419673111,DE78690946739504309806
1699,759.72,2019-02-13T10:49:31.642129,Edeka,supermarket,DE65403466947923029055,DE78690946739504309806
1706,711.81,2020-05-09T10:49:31.641958,Aldi,supermarket,DE50561242036667643899,DE78690946739504309806
1714,660.37,2019-12-02T10:49:31.641870,Zalando,clothes,DE29354508073743831293,DE78690946739504309806
1730,839.52,2021-09-14T10:49:31.641890,easyjet,vacation,DE10985785971549145687,DE78690946739504309806
1746,662.95,2021-01-13T10:49:31.642256,thanks,transfer,DE28254691836878919381,DE78690946739504309806
1756,911.46,2018-07-17T10:49:31.641937,S.Oliver,clothes,DE67444719107381296569,DE78690946739504309806
1773,805.56,2019-05-22T10:49:31.642087,Vero Moda,clothes,DE50493093512418563495,DE78690946739504309806
1874,746.48,2017-04-12T10:49:31.641806,Esprit,clothes,DE20117978677399847042,DE78690946739504309806
1880,309.11,2018-10-08T10:49:31.641981,thanks,transfer,DE51728838437501118370,DE78690946739504309806
1889,218.53,2019-02-19T10:49:31.642087,Aldi,supermarket,DE50493093512418563495,DE78690946739504309806
1892,6.83,2020-07-24T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE78690946739504309806
1912,469.95,2018-11-08T10:49:31.641806,Pauly Saal,food,DE78690946739504309806,DE78690946739504309806
1928,426.72,2020-10-15T10:49:31.641958,thanks,transfer,DE50561242036667643899,DE78690946739504309806
1954,511.54,2021-01-25T10:49:31.641848,ryanair,vacation,DE77851065666584720184,DE78690946739504309806
1957,895.20,2020-05-08T10:49:31.641981,easyjet,vacation,DE51728838437501118370,DE78690946739504309806
1975,610.20,2020-08-08T10:49:31.642065,easyjet,vacation,DE44305226222441557697,DE78690946739504309806
1985,676.21,2020-08-17T10:49:31.641958,S.Oliver,clothes,DE50561242036667643899,DE78690946739504309806
26,227.50,2020-11-24T10:49:31.642256,Pasta Bar,food,DE28254691836878919381,DE82444435329779109646
34,84.21,2021-06-08T10:49:31.641721,Vero Moda,clothes,DE93852973047302670654,DE82444435329779109646
56,379.62,2019-03-15T10:49:31.641721,Effing,food,DE50139821739297986888,DE82444435329779109646
78,510.34,2021-01-11T10:49:31.641721,CordoBar,food,DE65403466947923029055,DE82444435329779109646
152,150.12,2021-09-12T10:49:31.641721,thanks,transfer,DE50139821739297986888,DE82444435329779109646
180,892.26,2019-04-09T10:49:31.641721,thanks,transfer,DE33510125629974889896,DE82444435329779109646
202,646.51,2020-07-09T10:49:31.641870,Pauly Saal,food,DE29354508073743831293,DE82444435329779109646
214,965.63,2020-06-07T10:49:31.641721,Esprit,clothes,DE50139821739297986888,DE82444435329779109646
216,919.92,2020-08-12T10:49:31.641721,Esprit,clothes,DE76894768662419673111,DE82444435329779109646
250,96.40,2021-01-16T10:49:31.641721,Zeit für Brot,food,DE46175649932131791856,DE82444435329779109646
256,26.66,2020-02-15T10:49:31.641721,Rewe,supermarket,DE76894768662419673111,DE82444435329779109646
265,558.39,2020-07-19T10:49:31.641721,hotels.com,vacation,DE70334119137743514093,DE82444435329779109646
280,76.93,2021-07-13T10:49:31.641721,ryanair,vacation,DE27235503909700305654,DE82444435329779109646
284,583.50,2021-01-18T10:49:31.641721,Aldi,supermarket,DE50139821739297986888,DE82444435329779109646
302,268.99,2021-02-27T10:49:31.641721,Effing,food,DE67444719107381296569,DE82444435329779109646
316,999.72,2019-09-20T10:49:31.641721,Vero Moda,clothes,DE32132962269821718345,DE82444435329779109646
326,320.34,2020-08-07T10:49:31.641721,Vero Moda,clothes,DE93852973047302670654,DE82444435329779109646
341,584.49,2020-01-01T10:49:31.641721,Edeka,supermarket,DE98578335434393251543,DE82444435329779109646
366,455.30,2019-11-07T10:49:31.641721,Aldi,supermarket,DE32132962269821718345,DE82444435329779109646
445,992.62,2020-10-13T10:49:31.642065,Vero Moda,clothes,DE44305226222441557697,DE82444435329779109646
500,914.46,2019-05-05T10:49:31.641721,hotels.com,vacation,DE98578335434393251543,DE82444435329779109646
506,994.31,2022-02-07T10:49:31.641870,Aldi,supermarket,DE29354508073743831293,DE82444435329779109646
546,189.66,2019-05-04T10:49:31.641721,Vero Moda,clothes,DE22170806079195028710,DE82444435329779109646
561,508.46,2020-08-13T10:49:31.641721,Lokal,food,DE32132962269821718345,DE82444435329779109646
583,473.52,2019-06-13T10:49:31.642279,CordoBar,food,DE31852781254280985515,DE82444435329779109646
619,812.66,2019-10-08T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE82444435329779109646
667,12.37,2021-02-02T10:49:31.641721,thanks,transfer,DE51728838437501118370,DE82444435329779109646
683,727.39,2019-12-12T10:49:31.641721,thanks,transfer,DE67444719107381296569,DE82444435329779109646
688,488.95,2020-10-21T10:49:31.641721,Aldi,supermarket,DE70334119137743514093,DE82444435329779109646
704,40.10,2019-08-05T10:49:31.642065,Aldi,supermarket,DE44305226222441557697,DE82444435329779109646
731,645.32,2020-01-29T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE82444435329779109646
783,271.19,2019-05-11T10:49:31.641721,Pasta Bar,food,DE27235503909700305654,DE82444435329779109646
800,895.49,2019-07-23T10:49:31.641721,Edeka,supermarket,DE51728838437501118370,DE82444435329779109646
810,380.91,2020-07-18T10:49:31.641721,easyjet,vacation,DE32132962269821718345,DE82444435329779109646
825,727.64,2021-04-16T10:49:31.641721,thanks,transfer,DE67444719107381296569,DE82444435329779109646
833,935.60,2020-07-05T10:49:31.641721,Edeka,supermarket,DE46175649932131791856,DE82444435329779109646
854,411.29,2019-05-18T10:49:31.641721,ryanair,vacation,DE27235503909700305654,DE82444435329779109646
962,943.67,2020-04-03T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE82444435329779109646
980,865.80,2021-03-26T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE82444435329779109646
1006,715.11,2020-10-20T10:49:31.641721,easyjet,vacation,DE20117978677399847042,DE82444435329779109646
1017,500.33,2021-10-16T10:49:31.641721,CordoBar,food,DE20117978677399847042,DE82444435329779109646
1034,906.49,2019-02-16T10:49:31.641721,Edeka,supermarket,DE20117978677399847042,DE82444435329779109646
1039,820.31,2021-08-30T10:49:31.641721,thanks,transfer,DE82444435329779109646,DE82444435329779109646
1044,135.11,2019-11-18T10:49:31.641721,Aldi,supermarket,DE22170806079195028710,DE82444435329779109646
1047,448.46,2019-07-08T10:49:31.641721,Aldi,supermarket,DE50493093512418563495,DE82444435329779109646
1068,339.98,2019-03-11T10:49:31.641721,booking.com,vacation,DE46175649932131791856,DE82444435329779109646
1112,597.36,2021-01-02T10:49:31.641721,Aldi,supermarket,DE50561242036667643899,DE82444435329779109646
1123,660.19,2019-02-28T10:49:31.641721,Lokal,food,DE98578335434393251543,DE82444435329779109646
1144,476.24,2020-03-07T10:49:31.641721,Esprit,clothes,DE22170806079195028710,DE82444435329779109646
1158,330.52,2019-09-23T10:49:31.641721,hotels.com,vacation,DE76894768662419673111,DE82444435329779109646
1175,796.52,2021-07-05T10:49:31.641721,Cocolo Ramen,food,DE50561242036667643899,DE82444435329779109646
1195,557.49,2020-07-17T10:49:31.641721,S.Oliver,clothes,DE93852973047302670654,DE82444435329779109646
1209,571.54,2020-05-16T10:49:31.642256,Vero Moda,clothes,DE28254691836878919381,DE82444435329779109646
1227,26.64,2019-02-05T10:49:31.641721,thanks,transfer,DE33510125629974889896,DE82444435329779109646
1236,6.43,2019-04-01T10:49:31.641721,easyjet,vacation,DE32132962269821718345,DE82444435329779109646
1244,612.38,2021-02-09T10:49:31.641721,Esprit,clothes,DE78690946739504309806,DE82444435329779109646
1336,373.99,2020-01-26T10:49:31.641721,hotels.com,vacation,DE50139821739297986888,DE82444435329779109646
1453,980.73,2020-09-21T10:49:31.641721,Esprit,clothes,DE28571102327654896575,DE82444435329779109646
1487,779.38,2020-05-08T10:49:31.641721,thanks,transfer,DE22170806079195028710,DE82444435329779109646
1517,735.56,2020-12-02T10:49:31.641721,Zalando,clothes,DE33510125629974889896,DE82444435329779109646
1539,944.34,2020-09-11T10:49:31.641721,thanks,transfer,DE65403466947923029055,DE82444435329779109646
1554,163.15,2021-02-10T10:49:31.641721,Cocolo Ramen,food,DE28571102327654896575,DE82444435329779109646
1595,894.31,2019-10-08T10:49:31.641721,Zalando,clothes,DE67444719107381296569,DE82444435329779109646
1605,782.86,2021-10-01T10:49:31.641721,Lokal,food,DE51728838437501118370,DE82444435329779109646
1646,637.22,2021-02-04T10:49:31.641721,S.Oliver,clothes,DE76894768662419673111,DE82444435329779109646
1647,528.47,2021-05-21T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE82444435329779109646
1666,75.24,2019-12-02T10:49:31.641721,Zur Letzten Instanz,food,DE28571102327654896575,DE82444435329779109646
1740,588.82,2021-08-19T10:49:31.641721,thanks,transfer,DE82444435329779109646,DE82444435329779109646
1785,691.49,2019-07-25T10:49:31.641721,Pasta Bar,food,DE82444435329779109646,DE82444435329779109646
1790,560.37,2020-07-01T10:49:31.641721,thanks,transfer,DE78690946739504309806,DE82444435329779109646
1853,550.51,2019-09-28T10:49:31.641721,Rewe,supermarket,DE65403466947923029055,DE82444435329779109646
1876,601.71,2019-07-05T10:49:31.641721,Zalando,clothes,DE32132962269821718345,DE82444435329779109646
1922,509.42,2021-12-21T10:49:31.641890,Esprit,clothes,DE10985785971549145687,DE82444435329779109646
1983,904.46,2020-06-23T10:49:31.641721,Effing,food,DE65403466947923029055,DE82444435329779109646
1989,956.85,2021-10-17T10:49:31.641721,Aldi,supermarket,DE20117978677399847042,DE82444435329779109646
38,741.35,2019-03-14T10:49:31.642108,CordoBar,food,DE46175649932131791856,DE92648558961468741310
69,946.25,2018-01-26T10:49:31.642153,easyjet,vacation,DE32132962269821718345,DE92648558961468741310
102,67.99,2021-02-02T10:49:31.641721,easyjet,vacation,DE82444435329779109646,DE92648558961468741310
110,704.14,2018-09-07T10:49:31.641937,CordoBar,food,DE67444719107381296569,DE92648558961468741310
116,962.45,2020-06-29T10:49:31.642087,S.Oliver,clothes,DE50493093512418563495,DE92648558961468741310
123,229.32,2019-02-13T10:49:31.642108,CordoBar,food,DE46175649932131791856,DE92648558961468741310
129,2.19,2016-11-12T10:49:31.642214,S.Oliver,clothes,DE20117978677399847042,DE92648558961468741310
201,900.22,2018-04-14T10:49:31.642153,Lokal,food,DE32132962269821718345,DE92648558961468741310
215,679.49,2019-04-21T10:49:31.642153,Zalando,clothes,DE32132962269821718345,DE92648558961468741310
217,863.68,2017-12-31T10:49:31.642129,thanks,transfer,DE65403466947923029055,DE92648558961468741310
227,857.40,2016-12-26T10:49:31.642153,booking.com,vacation,DE32132962269821718345,DE92648558961468741310
240,518.47,2018-08-06T10:49:31.642174,easyjet,vacation,DE33510125629974889896,DE92648558961468741310
